Alternate History (Fantasy),
Comic Fantasy,
Contemporary Fantasy,
Dark Fantasy,
Erotic Fantasy,
Fairytale Fantasy,
Fantasy of Manners,
Heroic Fantasy,
High Fantasy,
Historical Fantasy,
Juvenile Fantasy,
Low Fantasy,
Magical Realism,
Mythic Fiction (Fantasy),
Romantic Fantasy,
Superhero Fantasy,
Sword and Sorcery,
Urban Fantasy
