The theft of fish 1,
How the bear lost his tail 2 (&lt;a href="http://en.wikipedia.org/wiki/Why_the_Bear_Is_Stumpy-Tailed" title="Why the Bear Is Stumpy-Tailed"&gt;Norwegian&lt;/a&gt;),
Biting the foot 5,
The calling of three tree names 7,
The unjust partner 9,
Stealing the Partner's Butter 15 (&lt;a href="http://en.wikipedia.org/wiki/Cat_and_Mouse_in_Partnership" title="Cat and Mouse in Partnership"&gt;German&lt;/a&gt;),
The fox as shepherd 37,
The bear and the honey 49,
&lt;a href="http://en.wikipedia.org/wiki/Lion%27s_share" title="Lion's share"&gt;The Lion's share&lt;/a&gt; 51 (&lt;a href="http://en.wikipedia.org/wiki/Aesop%27s_Fables" title="Aesop's Fables"&gt;Aesop&lt;/a&gt;),
Mrs. Fox's Suitors 65 (&lt;a href="http://en.wikipedia.org/wiki/The_Wedding_of_Mrs._Fox" title="The Wedding of Mrs. Fox"&gt;German&lt;/a&gt;),
Greed 68A (&lt;a href="http://en.wikipedia.org/wiki/The_Boy_and_the_Filberts" title="The Boy and the Filberts"&gt;The Boy and the Filberts&lt;/a&gt;; Aesop),
More cowardly than the hare 70,
Too cold for hare to build house in winter 81,
&lt;a href="http://en.wikipedia.org/wiki/The_Mouse%2C_the_Bird%2C_and_the_Sausage" title="The Mouse; the Bird; and the Sausage"&gt;The Mouse; the Bird; and the Sausage&lt;/a&gt; 85,
&lt;a href="http://en.wikipedia.org/wiki/The_Heart_of_a_Monkey" title="The Heart of a Monkey"&gt;The Heart of a Monkey&lt;/a&gt; 91,
When the hare was married 96,
The old dog rescues the child 101 (&lt;a href="http://en.wikipedia.org/wiki/Old_Sultan" title="Old Sultan"&gt;German&lt;/a&gt;),
&lt;a href="http://en.wikipedia.org/wiki/The_Town_Mouse_and_the_Country_Mouse" title="The Town Mouse and the Country Mouse"&gt;Town Mouse and Country Mouse&lt;/a&gt; 112,
Death of an elf (or cat) 113A (&lt;a href="http://en.wikipedia.org/wiki/The_King_of_the_Cats" title="The King of the Cats"&gt;English&lt;/a&gt;),
Eat me when I'm fatter 122E (&lt;a href="http://en.wikipedia.org/wiki/Three_Billy_Goats_Gruff" title="Three Billy Goats Gruff"&gt;Norwegian&lt;/a&gt;),
&lt;a href="http://en.wikipedia.org/wiki/The_Wolf_and_the_Seven_Young_Kids" title="The Wolf and the Seven Young Kids"&gt;The Wolf and the Seven Young Kids&lt;/a&gt; 123,
&lt;a href="http://en.wikipedia.org/wiki/The_Three_Little_Pigs" title="The Three Little Pigs" class="mw-redirect"&gt;The Three Little Pigs&lt;/a&gt; 124,
Outcast Animals Find a New Home 130 (&lt;a href="http://en.wikipedia.org/wiki/Town_Musicians_of_Bremen" title="Town Musicians of Bremen"&gt;German&lt;/a&gt;; &lt;a href="http://en.wikipedia.org/wiki/Jack_and_His_Comrades" title="Jack and His Comrades"&gt;Irish&lt;/a&gt;),
Music lessons for wild animals 151 (&lt;a href="http://en.wikipedia.org/wiki/The_Wonderful_Musician" title="The Wonderful Musician"&gt;German&lt;/a&gt;),
Ingratitude Is the World's Reward 155 (&lt;a href="http://en.wikipedia.org/wiki/The_Tiger%2C_the_Brahmin_and_the_Jackal" title="The Tiger; the Brahmin and the Jackal"&gt;Indian&lt;/a&gt;),
&lt;a href="http://en.wikipedia.org/wiki/Androcles" title="Androcles"&gt;Androcles&lt;/a&gt; and the Lion 156,
&lt;a href="http://en.wikipedia.org/wiki/The_Three_Bears" title="The Three Bears" class="mw-redirect"&gt;The Three Bears&lt;/a&gt; 171,
&lt;a href="http://en.wikipedia.org/wiki/The_Brahmin_and_the_Mongoose" title="The Brahmin and the Mongoose"&gt;The Brahmin and the Mongoose&lt;/a&gt; 178A,
Sheep; duck and cock in peril at sea 204,
The Traveling Animals and the Wicked Man 210 (&lt;a href="http://en.wikipedia.org/wiki/The_Pack_of_Ragamuffins" title="The Pack of Ragamuffins"&gt;German&lt;/a&gt;; &lt;a href="http://en.wikipedia.org/wiki/Herr_Korbes" title="Herr Korbes"&gt;German&lt;/a&gt;),
The hog who was so tired of his daily food 211,
The Willow-Wren and the Bear 222 &lt;i&gt;(German; Grimm Brothers)&lt;/i&gt;,
The geese's eternal prayer 227 (&lt;a href="http://en.wikipedia.org/wiki/The_Fox_and_the_Geese" title="The Fox and the Geese"&gt;German&lt;/a&gt;),
Imitating bird sounds; 236 (&lt;a href="http://en.wikipedia.org/wiki/The_Crumbs_on_the_Table" title="The Crumbs on the Table"&gt;German&lt;/a&gt;),
The child and the snake 285,
&lt;a href="http://en.wikipedia.org/wiki/The_Straw%2C_the_Coal%2C_and_the_Bean" title="The Straw; the Coal; and the Bean"&gt;The Straw; the Coal; and the Bean&lt;/a&gt; 295,
Wind and sun 298 (&lt;a href="http://en.wikipedia.org/wiki/The_North_Wind_and_the_Sun" title="The North Wind and the Sun"&gt;Greek&lt;/a&gt;),
&lt;a href="http://en.wikipedia.org/wiki/Dragonslayers" title="Dragonslayers"&gt;The Dragon-Slayer&lt;/a&gt; 300,
The Three Kidnapped Princesses 301 (&lt;a href="http://en.wikipedia.org/wiki/The_Gnome_(fairy_tale)" title="The Gnome (fairy tale)"&gt;German&lt;/a&gt;),
&lt;a href="http://en.wikipedia.org/wiki/The_Giant_Who_Had_No_Heart_in_His_Body" title="The Giant Who Had No Heart in His Body"&gt;The Giant Without A Heart&lt;/a&gt;; 302,
The Twin Brothers; 303 (&lt;a href="http://en.wikipedia.org/wiki/The_Two_Brothers" title="The Two Brothers"&gt;German&lt;/a&gt;; &lt;a href="http://en.wikipedia.org/wiki/The_Gold-Children" title="The Gold-Children"&gt;Another German variant&lt;/a&gt;),
Seven Sisters; Seven Brothers 303A,
The Trained Hunter 304,
&lt;a href="http://en.wikipedia.org/wiki/The_Twelve_Dancing_Princesses" title="The Twelve Dancing Princesses"&gt;The Twelve Dancing Princesses&lt;/a&gt; 306,
